0, 0.002692, 0.001673
1, 0.001835, 0.001618
2, 0.001817, 0.001528
3, 0.001667, 0.001404
4, 0.001521, 0.001351
5, 0.001395, 0.001174
6, 0.001279, 0.001149
7, 0.001215, 0.001120
8, 0.001119, 0.001006
9, 0.001062, 0.000946
10, 0.000976, 0.000891
11, 0.000921, 0.000861
12, 0.000865, 0.000859
13, 0.000816, 0.000811
14, 0.000765, 0.000772
15, 0.000740, 0.000752
16, 0.000699, 0.000681
17, 0.000666, 0.000686
18, 0.000647, 0.000673
19, 0.000606, 0.000673
20, 0.000600, 0.000642
21, 0.000572, 0.000644
22, 0.000557, 0.000615
23, 0.000540, 0.000642
24, 0.000529, 0.000663
25, 0.000509, 0.000585
26, 0.000487, 0.000539
27, 0.000489, 0.000619
28, 0.000482, 0.000562
29, 0.000467, 0.000562
30, 0.000459, 0.000568
31, 0.000449, 0.000565
32, 0.000424, 0.000541
33, 0.000439, 0.000534
34, 0.000418, 0.000493
35, 0.000413, 0.000533
36, 0.000394, 0.000505
37, 0.000391, 0.000459
38, 0.000396, 0.000481
39, 0.000378, 0.000518
40, 0.000380, 0.000612
41, 0.000378, 0.000495
42, 0.000357, 0.000478
43, 0.000374, 0.000490
44, 0.000359, 0.000465
45, 0.000367, 0.000458
46, 0.000360, 0.000467
47, 0.000346, 0.000453
48, 0.000324, 0.000447
49, 0.000337, 0.000483
50, 0.000335, 0.000505
51, 0.000336, 0.000458
52, 0.000327, 0.000432
53, 0.000327, 0.000453
54, 0.000316, 0.000449
55, 0.000313, 0.000434
56, 0.000316, 0.000412
57, 0.000301, 0.000401
58, 0.000307, 0.000458
59, 0.000298, 0.000444
60, 0.000299, 0.000403
61, 0.000299, 0.000402
62, 0.000283, 0.000395
63, 0.000301, 0.000437
64, 0.000288, 0.000462
65, 0.000293, 0.000454
66, 0.000275, 0.000411
67, 0.000277, 0.000419
68, 0.000282, 0.000445
69, 0.000282, 0.000392
70, 0.000275, 0.000425
71, 0.000276, 0.000401
72, 0.000281, 0.000389
73, 0.000277, 0.000413
74, 0.000264, 0.000458
75, 0.000224, 0.000379
76, 0.000199, 0.000381
77, 0.000188, 0.000381
78, 0.000183, 0.000365
79, 0.000177, 0.000368
80, 0.000176, 0.000372
81, 0.000172, 0.000365
82, 0.000169, 0.000342
83, 0.000174, 0.000387
84, 0.000173, 0.000340
85, 0.000165, 0.000385
86, 0.000167, 0.000337
87, 0.000166, 0.000332
88, 0.000155, 0.000383
89, 0.000168, 0.000353
90, 0.000159, 0.000409
91, 0.000161, 0.000403
92, 0.000162, 0.000333
93, 0.000156, 0.000356
94, 0.000154, 0.000374
95, 0.000165, 0.000381
96, 0.000156, 0.000372
97, 0.000152, 0.000345
98, 0.000159, 0.000335
99, 0.000153, 0.000361
100, 0.000155, 0.000370
101, 0.000157, 0.000422
102, 0.000156, 0.000358
103, 0.000154, 0.000376
104, 0.000152, 0.000388
105, 0.000150, 0.000356
106, 0.000149, 0.000365
107, 0.000154, 0.000411
108, 0.000149, 0.000340
109, 0.000150, 0.000327
110, 0.000154, 0.000429
111, 0.000151, 0.000349
112, 0.000149, 0.000380
113, 0.000149, 0.000394
114, 0.000148, 0.000348
115, 0.000146, 0.000342
116, 0.000144, 0.000328
117, 0.000150, 0.000346
118, 0.000143, 0.000395
119, 0.000146, 0.000337
120, 0.000147, 0.000336
121, 0.000146, 0.000327
122, 0.000149, 0.000343
123, 0.000142, 0.000384
124, 0.000147, 0.000443
125, 0.000146, 0.000378
126, 0.000142, 0.000373
127, 0.000143, 0.000371
128, 0.000145, 0.000390
129, 0.000141, 0.000347
130, 0.000137, 0.000381
131, 0.000142, 0.000386
132, 0.000140, 0.000340
133, 0.000140, 0.000372
134, 0.000137, 0.000342
135, 0.000141, 0.000384
136, 0.000139, 0.000353
137, 0.000140, 0.000426
138, 0.000137, 0.000373
139, 0.000131, 0.000412
140, 0.000138, 0.000370
141, 0.000140, 0.000333
142, 0.000136, 0.000354
143, 0.000138, 0.000397
144, 0.000141, 0.000417
145, 0.000135, 0.000397
146, 0.000139, 0.000404
147, 0.000137, 0.000339
148, 0.000139, 0.000369
149, 0.000140, 0.000320
150, 0.000136, 0.000384
151, 0.000138, 0.000393
152, 0.000134, 0.000345
153, 0.000128, 0.000376
154, 0.000136, 0.000395
155, 0.000132, 0.000372
156, 0.000129, 0.000339
157, 0.000136, 0.000398
158, 0.000132, 0.000368
159, 0.000129, 0.000375
160, 0.000130, 0.000372
161, 0.000127, 0.000353
162, 0.000131, 0.000411
163, 0.000130, 0.000364
164, 0.000131, 0.000386
165, 0.000131, 0.000384
166, 0.000128, 0.000367
167, 0.000131, 0.000379
168, 0.000125, 0.000361
169, 0.000134, 0.000335
170, 0.000131, 0.000431
171, 0.000128, 0.000336
172, 0.000132, 0.000366
173, 0.000129, 0.000333
174, 0.000124, 0.000364
175, 0.000125, 0.000318
176, 0.000127, 0.000357
177, 0.000127, 0.000363
178, 0.000128, 0.000348
179, 0.000135, 0.000450
180, 0.000130, 0.000371
181, 0.000133, 0.000421
182, 0.000134, 0.000402
183, 0.000132, 0.000375
184, 0.000128, 0.000403
185, 0.000123, 0.000360
186, 0.000129, 0.000376
187, 0.000128, 0.000345
188, 0.000125, 0.000361
189, 0.000123, 0.000331
190, 0.000131, 0.000410
191, 0.000129, 0.000347
192, 0.000128, 0.000445
193, 0.000128, 0.000398
194, 0.000130, 0.000382
195, 0.000133, 0.000328
196, 0.000125, 0.000395
197, 0.000126, 0.000365
198, 0.000129, 0.000351
199, 0.000127, 0.000372
200, 0.000128, 0.000455
201, 0.000128, 0.000357
202, 0.000126, 0.000368
203, 0.000129, 0.000328
204, 0.000130, 0.000339
205, 0.000126, 0.000361
206, 0.000130, 0.000346
207, 0.000131, 0.000343
208, 0.000126, 0.000390
209, 0.000125, 0.000350
210, 0.000127, 0.000332
211, 0.000127, 0.000359
212, 0.000126, 0.000357
213, 0.000125, 0.000376
214, 0.000127, 0.000337
215, 0.000125, 0.000375
216, 0.000125, 0.000348
217, 0.000131, 0.000352
218, 0.000128, 0.000443
219, 0.000127, 0.000420
220, 0.000126, 0.000346
221, 0.000129, 0.000395
222, 0.000127, 0.000357
223, 0.000126, 0.000336
224, 0.000133, 0.000417
225, 0.000124, 0.000406
226, 0.000130, 0.000368
227, 0.000128, 0.000339
228, 0.000132, 0.000334
229, 0.000129, 0.000434
230, 0.000124, 0.000332
231, 0.000120, 0.000353
232, 0.000125, 0.000399
233, 0.000121, 0.000329
234, 0.000126, 0.000350
235, 0.000125, 0.000348
236, 0.000122, 0.000329
237, 0.000126, 0.000325
238, 0.000126, 0.000399
239, 0.000128, 0.000400
240, 0.000129, 0.000326
241, 0.000123, 0.000325
242, 0.000123, 0.000378
243, 0.000127, 0.000456
244, 0.000127, 0.000400
245, 0.000122, 0.000353
246, 0.000131, 0.000421
247, 0.000123, 0.000363
248, 0.000128, 0.000351
249, 0.000122, 0.000328
